baseSKU,description,image1,image2,image3,price_S_OS,price_M,price_L,price_XL,price_2XL,keywords,isCustom,category,productType,garmentType,colorRange,locCount,colorAttribute,requiresArt,sku_S_OS,sku_M,sku_L,sku_XL,sku_2XL
LNPKCSTRP-100,"LNP 1.75"" X 10"" OVERSIZED STRAP KEYCHAIN WITH CARABINER AND KEYRING",,,,,,,,,"lnp 1.75"" x 10"" oversized strap keychain with carabiner and keyring",YES,KEY CHAINS,HARDGOOD,,,,,YES,LNPKCSTRP-100,,,,
LNPPCSS,"LNP STANDARD PACKAGING 2.5"" X 3.5"" FULL COLOR PLAYING CARDS",,,,,,,,,"lnp standard packaging 2.5"" x 3.5"" full color playing cards",YES,PLAYING CARDS,HARDGOOD,,,,,YES,LNPPCSS,,,,
LNPPCC,"LNP CUSTOM PACKAGING 2.5"" X 3.5"" FULL COLOR PLAYING CARDS",,,,,,,,,"lnp custom packaging 2.5"" x 3.5"" full color playing cards",YES,PLAYING CARDS,HARDGOOD,,,,,YES,LNPPCC,,,,
LNPJCUBE,"LNP 2.25"" PUZZLE CUBE",,,,,,,,,"lnp 2.25"" puzzle cube",YES,CUBE,HARDGOOD,,,,,YES,LNPJCUBE,,,,
LNPCUBE-KC,"LNP 1.4"" PUZZLE CUBE KEY CHAIN",,,,,,,,,"lnp 1.4"" puzzle cube key chain",YES,CUBE,HARDGOOD,,,,,YES,LNPCUBE-KC,,,,
LNP1081103,"LNP 4"" X 4.5"" SNOWMAN XMAS ORNAMENT",,,,,,,,,"lnp 4"" x 4.5"" snowman xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,LNP1081103,,,,
LNP1081105,"LNP 4"" X 5"" SEASONS GREETINGS XMAS ORNAMENT",,,,,,,,,"lnp 4"" x 5"" seasons greetings xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,LNP1081105,,,,
LNP1081100,"LNP 4"" X 4"" MERRY CHRISTMAS BADGE XMAS ORNAMENT",,,,,,,,,"lnp 4"" x 4"" merry christmas badge xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,LNP1081100,,,,
LNP1081101,"LNP 4"" X 5"" CHRISTMAS TREE TRUCK XMAS ORNAMENT",,,,,,,,,"lnp 4"" x 5"" christmas tree truck xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,LNP1081101,,,,
LNP1081104,"LNP 4"" X 5"" GNOME XMAS ORNAMENT",,,,,,,,,"lnp 4"" x 5"" gnome xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,LNP1081104,,,,
LNP1081102,"LNP 4"" X 5"" LOGO BULB XMAS ORNAMENT",,,,,,,,,"lnp 4"" x 5"" logo bulb xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,LNP1081102,,,,
LNP003-7898-DE,LNP ETCHED WINE GLASS - 12 OZ,,,,,,,,,lnp etched wine glass - 12 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-7898-DE,,,,
LNP003-4585-DE,LNP ETCHED WINE GLASS - 16 OZ,,,,,,,,,lnp etched wine glass - 16 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-4585-DE,,,,
LNP003-4584-DE,LNP ETCHED WINE GLASS - 19 OZ,,,,,,,,,lnp etched wine glass - 19 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-4584-DE,,,,
LNP003-0012-DE,LNP ETCHED CLASSIC DOUBLE OLD FASHION GLASS - 14 OZ,,,,,,,,,lnp etched classic double old fashion glass - 14 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-0012-DE,,,,
LNP003-2163-DE,LNP ETCHED SLIM HIGHBALL GLASS - 15 OZ,,,,,,,,,lnp etched slim highball glass - 15 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-2163-DE,,,,
LNP003-5166-DE,"LNP ETCHED SHOT GLASS, 2 OZ",,,,,,,,,"lnp etched shot glass, 2 oz",YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-5166-DE,,,,
LNP024-6146 ASST,LNP ETCHED 16 OZ,,,,,,,,,lnp etched 16 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP024-6146 ASST,,,,
LNP003-6416-DE,LNP ETCHED CLASSIC PUB GLASS - 16 OZ,,,,,,,,,lnp etched classic pub glass - 16 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,LNP003-6416-DE,,,,
LNPPC06,LNP 22 OZ. POLAR CAMEL STAINLESS SKINNY TUMBLER WITH SLIDER LID,,,,,,,,,lnp 22 oz. polar camel stainless skinny tumbler with slider lid,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPPC06,,,,
LNPPC09,LNP 20 OZ. POLAR CAMEL STAINLESS PILSNER WITH LID,,,,,,,,,lnp 20 oz. polar camel stainless pilsner with lid,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPPC09,,,,
LNPPC10,LNP 16 OZ. POLAR CAMEL STAINLESS PINT WITH SLIDER LID,,,,,,,,,lnp 16 oz. polar camel stainless pint with slider lid,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPPC10,,,,
LNPPC11,LNP 15 OZ. POLAR CAMEL STAINLESS MUG WITH SLIDER LID,,,,,,,,,lnp 15 oz. polar camel stainless mug with slider lid,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPPC11,,,,
LNPPC13,LNP 15 OZ.POLAR CAMEL STAINLESS SLIM BEVERAGE HOLDER,,,,,,,,,lnp 15 oz.polar camel stainless slim beverage holder,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPPC13,,,,
LNPTC701,LNP 32 OZ NALGENE WIDEMOUTH,,,,,,,,,lnp 32 oz nalgene widemouth,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPTC701,,,,
LNPTC704,LNP 16 OZ ATOLL NALGENE WIDE MOUTH BOTTLE,,,,,,,,,lnp 16 oz atoll nalgene wide mouth bottle,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPTC704,,,,
LNPTC825-WH,LNP 15 OZ T COLORS WHITE MIGHTY MUG,,,,,,,,,lnp 15 oz t colors white mighty mug,YES,GLASSWARE,HARDGOOD,,,,,YES,LNPTC825-WH,,,,
