baseSKU,description,image1,image2,image3,price_S_OS,price_M,price_L,price_XL,price_2XL,keywords,isCustom,category,productType,garmentType,colorRange,locCount,colorAttribute,requiresArt,sku_S_OS,sku_M,sku_L,sku_XL,sku_2XL
SVNCUBE-KC,"SVN 1.4"" PUZZLE CUBE KEY CHAIN",,,,,,,,,"svn 1.4"" puzzle cube key chain",YES,CUBE,HARDGOOD,,,,,YES,SVNCUBE-KC,,,,
SVN1081103,"SVN 4"" X 4.5"" SNOWMAN XMAS ORNAMENT",,,,,,,,,"svn 4"" x 4.5"" snowman xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,SVN1081103,,,,
SVN1081105,"SVN 4"" X 5"" SEASONS GREETINGS XMAS ORNAMENT",,,,,,,,,"svn 4"" x 5"" seasons greetings xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,SVN1081105,,,,
SVN1081100,"SVN 4"" X 4"" MERRY CHRISTMAS BADGE XMAS ORNAMENT",,,,,,,,,"svn 4"" x 4"" merry christmas badge xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,SVN1081100,,,,
SVN1081101,"SVN 4"" X 5"" CHRISTMAS TREE TRUCK XMAS ORNAMENT",,,,,,,,,"svn 4"" x 5"" christmas tree truck xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,SVN1081101,,,,
SVN1081104,"SVN 4"" X 5"" GNOME XMAS ORNAMENT",,,,,,,,,"svn 4"" x 5"" gnome xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,SVN1081104,,,,
SVN1081102,"SVN 4"" X 5"" LOGO BULB XMAS ORNAMENT",,,,,,,,,"svn 4"" x 5"" logo bulb xmas ornament",YES,ORNAMENTS,HARDGOOD,,,,,YES,SVN1081102,,,,
SVN003-7898-DE,SVN ETCHED WINE GLASS - 12 OZ,,,,,,,,,svn etched wine glass - 12 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-7898-DE,,,,
SVN003-4585-DE,SVN ETCHED WINE GLASS - 16 OZ,,,,,,,,,svn etched wine glass - 16 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-4585-DE,,,,
SVN003-4584-DE,SVN ETCHED WINE GLASS - 19 OZ,,,,,,,,,svn etched wine glass - 19 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-4584-DE,,,,
SVN003-0012-DE,SVN ETCHED CLASSIC DOUBLE OLD FASHION GLASS - 14 OZ,,,,,,,,,svn etched classic double old fashion glass - 14 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-0012-DE,,,,
SVN003-2163-DE,SVN ETCHED SLIM HIGHBALL GLASS - 15 OZ,,,,,,,,,svn etched slim highball glass - 15 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-2163-DE,,,,
SVN003-5166-DE,"SVN ETCHED SHOT GLASS, 2 OZ",,,,,,,,,"svn etched shot glass, 2 oz",YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-5166-DE,,,,
SVN024-6146 ASST,SVN ETCHED 16 OZ,,,,,,,,,svn etched 16 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN024-6146 ASST,,,,
SVN003-6416-DE,SVN ETCHED CLASSIC PUB GLASS - 16 OZ,,,,,,,,,svn etched classic pub glass - 16 oz,YES,GLASSWARE,HARDGOOD,,,,,YES,SVN003-6416-DE,,,,
SVNPC06,SVN 22 OZ. POLAR CAMEL STAINLESS SKINNY TUMBLER WITH SLIDER LID,,,,,,,,,svn 22 oz. polar camel stainless skinny tumbler with slider lid,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNPC06,,,,
SVNPC09,SVN 20 OZ. POLAR CAMEL STAINLESS PILSNER WITH LID,,,,,,,,,svn 20 oz. polar camel stainless pilsner with lid,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNPC09,,,,
SVNPC10,SVN 16 OZ. POLAR CAMEL STAINLESS PINT WITH SLIDER LID,,,,,,,,,svn 16 oz. polar camel stainless pint with slider lid,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNPC10,,,,
SVNPC11,SVN 15 OZ. POLAR CAMEL STAINLESS MUG WITH SLIDER LID,,,,,,,,,svn 15 oz. polar camel stainless mug with slider lid,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNPC11,,,,
SVNPC13,SVN 15 OZ.POLAR CAMEL STAINLESS SLIM BEVERAGE HOLDER,,,,,,,,,svn 15 oz.polar camel stainless slim beverage holder,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNPC13,,,,
SVNTC701,SVN 32 OZ NALGENE WIDEMOUTH,,,,,,,,,svn 32 oz nalgene widemouth,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNTC701,,,,
SVNTC704,SVN 16 OZ ATOLL NALGENE WIDE MOUTH BOTTLE,,,,,,,,,svn 16 oz atoll nalgene wide mouth bottle,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNTC704,,,,
SVNTC825-WH,SVN 15 OZ T COLORS WHITE MIGHTY MUG,,,,,,,,,svn 15 oz t colors white mighty mug,YES,GLASSWARE,HARDGOOD,,,,,YES,SVNTC825-WH,,,,
